,L_bol,L_bol_err,Teff,Tmax,Tmin,clustered,clusterederr,clusterenergy,clusterenergy_err,count_true,energ_true,stars_in_bin,rel_energ_err
0,1.3011615595745358e+28,1.1235132039949538e+28,3200.0,3500.0,3000.0,824.8011461832151,180.919225636021,1.6464918136549102e+32,9.523563276027954e+31,,2.044999460725342e+31,452,0.5784154647503159
1,1.3011615595745358e+28,1.1235132039949538e+28,3200.0,3500.0,3000.0,648.2933744890936,145.4517757593016,1.294141913941889e+32,7.550381147689358e+31,2.2857142857142856,4.463211782115331e+32,452,0.583427602981445
2,1.3011615595745358e+28,1.1235132039949538e+28,3200.0,3500.0,3000.0,349.83028610583494,77.64384861793786,6.983412970595772e+31,4.057458971111469e+31,3.166666666666667,1.7384298265283365e+32,452,0.5810137518997845
3,2.53706284034917e+28,2.190676153566424e+28,3250.0,3500.0,3000.0,142.74357940109303,31.792352759380734,4.221103556844312e+31,2.720093195134413e+31,3.25,1.2150147650392163e+32,452,0.6444033316178457
4,1.3011615595745358e+28,1.1235132039949538e+28,3200.0,3500.0,3000.0,487.86937102264136,985.984164124793,9.738988957992016e+31,2.3179445275181634e+32,2.0,1.8544997516919975e+32,452,2.380066901724958
5,1.3011615595745358e+28,1.1235132039949538e+28,3200.0,3500.0,3000.0,223.4674612193104,49.44086102810671,4.460921850296628e+31,2.5887205899092423e+31,1.7999999999999998,1.1683326940214284e+32,452,0.5803106794478154
6,1.3011615595745358e+28,1.1235132039949538e+28,3200.0,3500.0,3000.0,342.9055626968591,77.55038304686045,6.84517964663079e+31,4.005958219932256e+31,2.8,1.5734065758134492e+32,452,0.5852232412781155
7,2.4228762028039462e+29,8.089374008782233e+28,3500.0,3500.0,3000.0,87.8052357127343,95.22561136138657,7.825339189430341e+31,1.1032789491173903e+32,3.2,1.5680997921772557e+32,452,1.409880035114114
8,6.372813724560243e+27,2.274461611803033e+27,3100.0,3500.0,3000.0,1634.570831562299,318.98392165198925,2.4446720510467465e+32,1.4254083627555645e+32,2.428571428571429,5.825728699656425e+32,452,0.5830673125032214
9,1.3011615595745358e+28,1.1235132039949538e+28,3200.0,3500.0,3000.0,225.2191738748957,349.5325335450676,4.495890043062162e+31,8.591792933254245e+31,,8.586447488860754e+31,452,1.9110327100887798
10,1.3011615595745358e+28,1.1235132039949538e+28,3200.0,3500.0,3000.0,365.01863522309134,81.05687947042335,7.286607172012903e+31,4.234457776215137e+31,1.8333333333333335,2.6325632892469453e+32,452,0.581128867832926
11,1.3011615595745358e+28,1.1235132039949538e+28,3200.0,3500.0,3000.0,194.49260203599732,39.67575292309794,3.8825173625253225e+31,2.186100976812762e+31,11.666666666666666,8.692968974820824e+31,452,0.563062768994508
12,1.3011615595745358e+28,1.1235132039949538e+28,3200.0,3500.0,3000.0,100.75627700157767,31.42276904618572,2.011325833203845e+31,1.349470223648858e+31,,3.9168270212356233e+31,452,0.6709356591414549
13,1.3011615595745358e+28,1.1235132039949538e+28,3200.0,3500.0,3000.0,90.99272006920333,30.919409326937053,1.8164228964693574e+31,1.269438884298147e+31,,3.9168270212356233e+31,452,0.6988674756113229
14,1.3011615595745358e+28,1.1235132039949538e+28,3200.0,3500.0,3000.0,497.71146530750593,98.85704941361566,9.9354596799865e+31,5.5409042632687515e+31,14.666666666666668,2.1728850507718117e+32,452,0.557689773974935
15,2.0152606473591297e+27,1.1600772812766656e+27,3030.0,3500.0,3000.0,1053.6539670274815,232.34062099599336,8.451585881679782e+31,4.551653760706623e+31,4.25,1.9840290196793257e+32,452,0.5385561744776314
16,1.4266952797331432e+29,4.76337656086982e+28,3410.0,3500.0,3000.0,69.0659353569374,13.529058344190515,4.478572849279281e+31,2.822589652706305e+31,5.0,9.403943520817411e+31,452,0.6302431037066938
17,1.4266952797331432e+29,4.76337656086982e+28,3410.0,3500.0,3000.0,163.65981590231354,34.46259271937012,1.0612502447554616e+32,6.844337483661066e+31,1.5454545454545454,2.2133821707313662e+32,452,0.6449315340547386
18,,,,3500.0,3000.0,,,,,1.5,4.361393438289681e+32,452,
19,1.4266952797331432e+29,4.76337656086982e+28,3410.0,3500.0,3000.0,69.37681156355364,15.72880677933428,4.49873158210818e+31,2.973988180132599e+31,5.0,9.403943520817411e+31,452,0.6610725992100509
20,1.3011615595745358e+28,1.1235132039949538e+28,3200.0,3500.0,3000.0,70.81831496919534,264.5251469335577,1.4136956088530226e+31,5.788138026097328e+31,,1.0075293080355538e+32,452,4.094331191134867
21,2.53706284034917e+28,2.190676153566424e+28,3250.0,3500.0,3000.0,291.12117897369797,395.96318608664376,8.608812033399074e+31,1.5339281607182466e+32,1.6666666666666667,1.7155849622389107e+32,452,1.781811653881117
22,2.53706284034917e+28,2.190676153566424e+28,3250.0,3500.0,3000.0,81.48693556412383,28.984052702793697,2.4096691072847824e+31,1.8732029679061537e+31,8.0,3.6587869038836277e+31,452,0.7773693750080403
23,2.53706284034917e+28,2.190676153566424e+28,3250.0,3500.0,3000.0,119.43570874965758,31.373763024463237,3.5318610975895177e+31,2.417075351872604e+31,6.0,5.529533501848728e+31,452,0.6843630836790975
24,2.53706284034917e+28,2.190676153566424e+28,3250.0,3500.0,3000.0,66.481810090559,14.461661801455847,1.9659490550547156e+31,1.256650184778177e+31,2.5999999999999996,7.866472821642282e+31,452,0.6392079090488957
25,2.53706284034917e+28,2.190676153566424e+28,3250.0,3500.0,3000.0,58.67074447015963,13.052782025549938,1.7349662184791632e+31,1.117587075000822e+31,18.0,5.674417561692452e+31,452,0.6441549484349479
26,2.53706284034917e+28,2.190676153566424e+28,3250.0,3500.0,3000.0,101.81192181812989,21.508740580522986,3.010703998868423e+31,1.9055930546502263e+31,3.25,8.532900457044954e+31,452,0.6329393574946078
27,2.53706284034917e+28,2.190676153566424e+28,3250.0,3500.0,3000.0,57.483855472584466,14.069483111143,1.699868448125749e+31,1.1328521579435791e+31,18.0,5.674417561692452e+31,452,0.6664351933778441
28,2.53706284034917e+28,2.190676153566424e+28,3250.0,3500.0,3000.0,42.32481255290419,10.296746383459366,1.2515968673296743e+31,8.322606086620794e+30,18.0,5.674417561692452e+31,452,0.6649590058800136
29,1.4266952797331432e+29,4.76337656086982e+28,3410.0,3500.0,3000.0,326.84243684214334,65.64541976926628,2.119406124116829e+32,1.3462558337431063e+32,4.666666666666667,4.579392444175378e+32,452,0.6352042765301059
30,1.4266952797331432e+29,4.76337656086982e+28,3410.0,3500.0,3000.0,130.7972978625286,26.932559390100124,8.481536142800906e+31,5.430453226068336e+31,5.8,2.4542086736769903e+32,452,0.6402676513590858
31,1.3011615595745358e+28,1.1235132039949538e+28,3200.0,3500.0,3000.0,119.78873167594622,27.37655678302307,2.39125717738441e+31,1.4051192104886662e+31,2.2,1.4511460317673392e+32,452,0.5876068972328626
32,1.3011615595745358e+28,1.1235132039949538e+28,3200.0,3500.0,3000.0,1951.4800217106176,334.8137235569456,3.8956006488670736e+32,2.0671447377492277e+32,2.142857142857143,6.898296942562096e+32,452,0.5306356898647706
33,1.3011615595745358e+28,1.1235132039949538e+28,3200.0,3500.0,3000.0,465.90867025371165,176.61132901714257,9.300603121533249e+31,6.865101834269411e+31,6.333333333333334,2.500844824073381e+32,452,0.7381351235571986
34,1.4266952797331432e+29,4.76337656086982e+28,3410.0,3500.0,3000.0,161.63499050986997,35.999113761544926,1.0481202871573153e+32,6.886942131370471e+31,31.0,2.3313079714188132e+32,452,0.6570755490335042
35,1.4266952797331432e+29,4.76337656086982e+28,3410.0,3500.0,3000.0,238.0333879809732,48.56632219546341,1.5435248406093835e+32,9.853685614006476e+31,,4.249100348335974e+32,452,0.6383885347848527
36,1.4266952797331432e+29,4.76337656086982e+28,3410.0,3500.0,3000.0,153.20187259741874,32.71611257360246,9.934358284262699e+31,6.436530523151295e+31,23.0,3.0026724655101688e+32,452,0.6479060185847724
37,1.4266952797331432e+29,4.76337656086982e+28,3410.0,3500.0,3000.0,209.63053839248488,48.637927554959404,1.3593468802997649e+32,9.058339028955224e+31,16.5,3.599048418116884e+32,452,0.6663743567026591
38,1.4266952797331432e+29,4.76337656086982e+28,3410.0,3500.0,3000.0,733.2357107969615,151.71999355022768,4.754658761263584e+32,3.049045821699847e+32,4.25,1.4793957087510327e+33,452,0.6412754258077485
39,1.4266952797331432e+29,4.76337656086982e+28,3410.0,3500.0,3000.0,102.31330980820762,22.75377836244197,6.634495124967741e+31,4.357205479172137e+31,40.0,2.057913622659567e+32,452,0.6567501214635866
40,2.4228762028039462e+29,8.089374008782233e+28,3500.0,3500.0,3000.0,174.84822413055934,36.61058138349312,1.5582745714248227e+32,8.332958436004785e+31,1.8888888888888888,3.720176254181919e+32,452,0.5347554653597066
41,2.4228762028039462e+29,8.089374008782233e+28,3500.0,3500.0,3000.0,16.351192551327443,27.090793541295835,1.4572437147648035e+31,2.888517843157676e+31,6.0,1.653351893849348e+32,452,1.982178968343588
42,2.4228762028039462e+29,8.089374008782233e+28,3500.0,3500.0,3000.0,74.19899889228668,16.63185328601157,6.61273019923231e+31,3.6338442686994784e+31,5.25,1.5830827500000716e+32,452,0.5495225359597071
43,2.4228762028039462e+29,8.089374008782233e+28,3500.0,3500.0,3000.0,82.16166564420874,18.448423379424245,7.322375446242937e+31,4.026637482320608e+31,6.0,1.5547544289024187e+32,452,0.5499086344154408
44,2.4228762028039462e+29,8.089374008782233e+28,3500.0,3500.0,3000.0,37.697661598772044,8.148036335783042,3.359674241111012e+31,1.8193047134659813e+31,6.0,1.653351893849348e+32,452,0.5415122368722137
45,1.3011615595745358e+28,1.1235132039949538e+28,3200.0,3500.0,3000.0,555.8191413158839,122.40674773504043,1.1095421851487337e+32,6.427513756769573e+31,2.5,2.8911229592853322e+32,452,0.5792942208779531
46,1.3011615595745358e+28,1.1235132039949538e+28,3200.0,3500.0,3000.0,187.26426150022337,42.39695819498583,3.738223145991607e+31,2.1886112321511258e+31,11.0,8.49165573780315e+31,452,0.5854683218945645
47,2.4228762028039462e+29,8.089374008782233e+28,3500.0,3500.0,3000.0,20.997528931880737,4.500611375761523,1.871332440464181e+31,1.0099779437065833e+31,,4.088188366824491e+31,452,0.5397105943698918
48,1.3011615595745358e+28,1.1235132039949538e+28,3200.0,3500.0,3000.0,91.40096391934496,20.250531833553644,1.8245723778363953e+31,1.0593898839317833e+31,,8.801652650986488e+31,452,0.5806236556030863
49,1.3011615595745358e+28,1.1235132039949538e+28,3200.0,3500.0,3000.0,1262.2047368965668,250.48518734389083,2.519649464690498e+32,1.4047476214755516e+32,5.0,4.423451889021369e+32,452,0.5575170836900935
50,1.3011615595745358e+28,1.1235132039949538e+28,3200.0,3500.0,3000.0,101.53040231486177,440.9276939470344,2.0267791457624358e+31,9.529674296219884e+31,33.0,7.747003175410878e+31,452,4.701880970180894
51,1.3011615595745358e+28,1.1235132039949538e+28,3200.0,3500.0,3000.0,2298.42923483315,591.2119724264038,4.5881906650227605e+32,2.8276602265669505e+32,2.875,9.226197945333272e+32,452,0.6162909157466157
52,1.3011615595745358e+28,1.1235132039949538e+28,3200.0,3500.0,3000.0,200.93401593200062,44.19368136479622,4.011102722732576e+31,2.322459869484832e+31,17.0,9.580902154905702e+31,452,0.5790078265317148
53,1.3011615595745358e+28,1.1235132039949538e+28,3200.0,3500.0,3000.0,71.68290705468101,50.65391864121544,1.4309548451852035e+31,1.5249761571954679e+31,29.0,5.393797722155543e+31,452,1.0657052962409135
54,1.3011615595745358e+28,1.1235132039949538e+28,3200.0,3500.0,3000.0,250.7694449274938,48.196081341698886,5.005931915814629e+31,2.75956683012842e+31,,1.4302163905047726e+32,452,0.5512593612011497
55,1.3011615595745358e+28,1.1235132039949538e+28,3200.0,3500.0,3000.0,14.559720226005664,121.50234996714057,2.906453303581987e+30,2.529825939274707e+31,,1.4302163905047726e+32,452,8.704168534746062
56,1.3011615595745358e+28,1.1235132039949538e+28,3200.0,3500.0,3000.0,33.044461702287876,106.14603234392372,6.596430658616536e+30,2.35577345075942e+31,,1.4302163905047726e+32,452,3.571285097467385
57,1.3011615595745358e+28,1.1235132039949538e+28,3200.0,3500.0,3000.0,119.04110561996498,27.811039987126208,2.376332850635538e+31,1.4084336626902844e+31,,1.4302163905047726e+32,452,0.5926920811255906
58,1.3011615595745358e+28,1.1235132039949538e+28,3200.0,3500.0,3000.0,109.99333012704453,26.46894294359166,2.1957185492391637e+31,1.3167897783800044e+31,,1.4302163905047726e+32,452,0.5997079083001252
59,2.0152606473591297e+27,1.1600772812766656e+27,3030.0,3500.0,3000.0,996.1954294180922,222.32201874117555,7.990698550128725e+31,4.324708667889953e+31,1.6666666666666667,1.7156442228872823e+32,452,0.5412178473207808
60,2.53706284034917e+28,2.190676153566424e+28,3250.0,3500.0,3000.0,73.19263118829397,19.557669871779996,2.164396305178654e+31,1.4910266222569504e+31,19.0,7.662345540668258e+31,452,0.688887990932824
61,2.53706284034917e+28,2.190676153566424e+28,3250.0,3500.0,3000.0,1753.3825545924042,391.6590764045237,5.184968296824207e+32,3.3445805999388584e+32,1.3636363636363638,7.059843060107455e+32,452,0.6450532401494941
62,1.3011615595745358e+28,1.1235132039949538e+28,3200.0,3500.0,3000.0,294.25040756861296,56.687397803269484,5.873911420568312e+31,3.240735353469035e+31,1.875,1.0365054371513184e+32,452,0.5517167559117683
63,2.4228762028039462e+29,8.089374008782233e+28,3500.0,3500.0,3000.0,24.956836960183605,5.749424078974416,2.2241921307253526e+31,1.2360842243016678e+31,4.333333333333333,1.0116005455794699e+32,452,0.555745255648646
64,1.3011615595745358e+28,1.1235132039949538e+28,3200.0,3500.0,3000.0,1241.7265078978048,278.95330986582866,2.478770233907855e+32,1.4468981430359264e+32,7.0,6.164303020560601e+32,452,0.5837161198901636
65,2.53706284034917e+28,2.190676153566424e+28,3250.0,3500.0,3000.0,141.8945120139191,33.68978361199301,4.195995587834163e+31,2.765615040207032e+31,,7.330952278419141e+31,452,0.6591081859632157
66,2.53706284034917e+28,2.190676153566424e+28,3250.0,3500.0,3000.0,205.1555574716233,49.92852211085303,6.066702663497981e+31,4.034653953227535e+31,36.0,1.1589388726184987e+32,452,0.6650489033364306
67,2.53706284034917e+28,2.190676153566424e+28,3250.0,3500.0,3000.0,100.14744308954735,27.754941284389137,2.961483311598354e+31,2.069545537106747e+31,,7.330952278419141e+31,452,0.6988205974356089
68,2.53706284034917e+28,2.190676153566424e+28,3250.0,3500.0,3000.0,156.43367011128223,37.410090379979806,4.625936410502305e+31,3.056926460370842e+31,,7.330952278419141e+31,452,0.6608232775164558
69,2.53706284034917e+28,2.190676153566424e+28,3250.0,3500.0,3000.0,108.93570828780193,111.72174862044199,3.221363143969711e+31,4.662133587040781e+31,,7.330952278419141e+31,452,1.447254897594562
70,2.53706284034917e+28,2.190676153566424e+28,3250.0,3500.0,3000.0,718.1929057190243,129.96523524795833,2.123784930678088e+32,1.279880442304263e+32,6.25,7.897709628582637e+32,452,0.6026412673978335
71,2.53706284034917e+28,2.190676153566424e+28,3250.0,3500.0,3000.0,274.80675295906997,68.04671817171273,8.12637435061744e+31,5.438953303924161e+31,,1.8549479548677326e+32,452,0.6692964253499977
72,2.53706284034917e+28,2.190676153566424e+28,3250.0,3500.0,3000.0,875.6130709935439,193.49409453325467,2.589295759499441e+32,1.664039625995982e+32,10.0,1.3261934637348764e+33,452,0.6426610864715091
73,2.53706284034917e+28,2.190676153566424e+28,3250.0,3500.0,3000.0,991.02087262991,202.46304819975225,2.9305708515342403e+32,1.834470743108531e+32,6.0,9.493969524866432e+32,452,0.6259772706563745
74,1.3011615595745358e+28,1.1235132039949538e+28,3200.0,3500.0,3000.0,1470.5321359309971,286.2730885346984,2.9355186213441865e+32,1.625513169725517e+32,3.0,9.415179483072248e+32,452,0.5537396894389951
75,1.3011615595745358e+28,1.1235132039949538e+28,3200.0,3500.0,3000.0,469.1496125002351,101.90905265437492,9.365299744496523e+31,5.397103863002116e+31,14.0,2.7166861183477257e+32,452,0.5762873597477433
76,1.3011615595745358e+28,1.1235132039949538e+28,3200.0,3500.0,3000.0,547.958913559402,108.13979594244041,1.0938513720183217e+32,6.086372290833663e+31,14.0,2.7166861183477257e+32,452,0.5564167533659882
77,1.4266952797331432e+29,4.76337656086982e+28,3410.0,3500.0,3000.0,727.3866155878884,146.00510269972074,4.716730368835647e+32,2.995513213934772e+32,1.8181818181818181,3.938813718773519e+32,452,0.6350825634907411
78,1.4266952797331432e+29,4.76337656086982e+28,3410.0,3500.0,3000.0,42.33577742172453,8.180596773223703,2.745258749254329e+31,1.7228921824597363e+31,,1.3541931509004114e+32,452,0.6275882675641087
79,1.4266952797331432e+29,4.76337656086982e+28,3410.0,3500.0,3000.0,2624.64992885925,587.4279193244471,1.7019513092095006e+33,1.1201714080117444e+33,1.1666666666666667,2.357105655297845e+33,452,0.6581688923474706
80,1.4266952797331432e+29,4.76337656086982e+28,3410.0,3500.0,3000.0,479.61124965586674,106.00156342186617,3.110033781221956e+32,2.038230833278018e+32,3.2,4.690186936083069e+32,452,0.6553725704153547
81,1.4266952797331432e+29,4.76337656086982e+28,3410.0,3500.0,3000.0,65.8816247741724,14.518739304706456,4.272086585885593e+31,2.7970766540208206e+31,,1.3541931509004114e+32,452,0.654733137493512
82,1.3011615595745358e+28,1.1235132039949538e+28,3200.0,3500.0,3000.0,475.6676476134982,106.829916762792,9.495414639520192e+31,5.542055478363659e+31,3.666666666666667,3.069305112110512e+32,452,0.5836559738315652
83,2.53706284034917e+28,2.190676153566424e+28,3250.0,3500.0,3000.0,135.54217617762035,29.850029031765587,4.0081491886800096e+31,2.572857731426579e+31,3.5,8.370275647248014e+31,452,0.6419066781977468
84,2.53706284034917e+28,2.190676153566424e+28,3250.0,3500.0,3000.0,128.2755942552713,25.294556687460357,3.7932674060651813e+31,2.347535490979667e+31,3.5,8.370275647248014e+31,452,0.6188689695923136
85,2.53706284034917e+28,2.190676153566424e+28,3250.0,3500.0,3000.0,587.5738185654582,122.30511230967174,1.737528192764555e+32,1.094351847085797e+32,1.1111111111111112,2.7418202451552786e+32,452,0.6298325699939235
86,2.53706284034917e+28,2.190676153566424e+28,3250.0,3500.0,3000.0,87.24038210344642,19.375379110275905,2.5798056118697464e+31,1.6608057771115055e+31,,5.623802325439244e+31,452,0.643771673908336
87,2.53706284034917e+28,2.190676153566424e+28,3250.0,3500.0,3000.0,142.365331689146,32.25724928748852,4.209918305858125e+31,2.7291241638930906e+31,,9.087440686523294e+31,452,0.648260599284195
88,2.53706284034917e+28,2.190676153566424e+28,3250.0,3500.0,3000.0,37.95726916331122,23.449651023141104,1.1224432268378653e+31,1.1667467256762975e+31,36.0,8.0910072382729525e+31,452,1.039470592168161
89,2.53706284034917e+28,2.190676153566424e+28,3250.0,3500.0,3000.0,376.5729205447276,84.51987427513846,1.1135725340445178e+32,7.195067383251802e+31,9.333333333333334,2.3534011586205817e+32,452,0.6461247169162095
90,2.53706284034917e+28,2.190676153566424e+28,3250.0,3500.0,3000.0,5478.330464970819,1067.0707348636145,1.620009832195633e+33,9.986714041171025e+32,2.6153846153846154,1.9110023349632476e+33,452,0.6164600882474783
91,2.53706284034917e+28,2.190676153566424e+28,3250.0,3500.0,3000.0,180.55406768845864,41.94027796398831,5.339206292291038e+31,3.491661198027981e+31,16.5,1.45270965142952e+32,452,0.653966340103656
92,2.4228762028039462e+29,8.089374008782233e+28,3500.0,3500.0,3000.0,38.88356270098916,8.799368677170493,3.465363592032284e+31,1.91174066666133e+31,21.0,5.984324474662047e+31,452,0.5516710197616458
93,1.3011615595745358e+28,1.1235132039949538e+28,3200.0,3500.0,3000.0,151.0108961068376,33.855924287163155,3.014523020041605e+31,1.7582561354715574e+31,,3.1013288739395545e+31,452,0.5832618041998866
94,1.3011615595745358e+28,1.1235132039949538e+28,3200.0,3500.0,3000.0,112.0344068303014,25.251468819616868,2.2364631105010573e+31,1.3071162186871966e+31,13.333333333333334,7.663320081483561e+31,452,0.5844568651947719
95,1.4266952797331432e+29,4.76337656086982e+28,3410.0,3500.0,3000.0,72.27816840761655,107.96737322545748,4.686869741980152e+31,9.036906822197633e+31,25.0,1.2365323468995913e+32,452,1.9281327025699755
96,1.4266952797331432e+29,4.76337656086982e+28,3410.0,3500.0,3000.0,36.98084963027256,9.809000487846133,2.398019055869956e+31,1.6776598544849235e+31,25.0,1.2365323468995913e+32,452,0.6996023865524705
97,1.4266952797331432e+29,4.76337656086982e+28,3410.0,3500.0,3000.0,65.7602186961421,15.78415506881026,4.264214022341873e+31,2.8757128947084255e+31,25.0,1.2365323468995913e+32,452,0.674382870944434
98,2.4228762028039462e+29,8.089374008782233e+28,3500.0,3500.0,3000.0,183.73633161150497,34.44395314459357,1.637486767857006e+32,8.397598312818663e+31,1.875,3.040127562138359e+32,452,0.5128345753785039
99,2.4228762028039462e+29,8.089374008782233e+28,3500.0,3500.0,3000.0,1984.7250675673404,367.2313241701453,1.7688178529913136e+33,9.028034983098895e+32,1.5,1.0818800565631918e+33,452,0.5103993589747666
100,2.4228762028039462e+29,8.089374008782233e+28,3500.0,3500.0,3000.0,295.1118492341958,57.67030253040832,2.6300827055836808e+32,1.3697181517079618e+32,1.125,3.739494537363846e+32,452,0.5207890036309666
101,2.4228762028039462e+29,8.089374008782233e+28,3500.0,3500.0,3000.0,34.78107913009696,8.265130961466816,3.099743874703276e+31,1.745166683519373e+31,14.0,8.373062142588183e+31,452,0.5630035106324485
102,1.4266952797331432e+29,4.76337656086982e+28,3410.0,3500.0,3000.0,94.21144255032736,25.82136700020435,6.109130449283772e+31,4.327927107076009e+31,,1.5306896528358284e+32,452,0.7084358638279544
103,1.4266952797331432e+29,4.76337656086982e+28,3410.0,3500.0,3000.0,191.96725258571666,42.71313907878017,1.2448095011497897e+32,8.176645681977426e+31,2.3000000000000003,2.2486363619217447e+32,452,0.6568591960797959
104,1.4266952797331432e+29,4.76337656086982e+28,3410.0,3500.0,3000.0,67.38754573881741,15.240620498673314,4.369737862315344e+31,2.8863024728018883e+31,22.0,8.554728695731709e+31,452,0.660520736882957
105,,,,3500.0,3000.0,,,,,5.8,1.3459714406941719e+32,452,
106,2.53706284034917e+28,2.190676153566424e+28,3250.0,3500.0,3000.0,119.87259223705033,26.52510833593678,3.5447802807170354e+31,2.279142416041183e+31,,2.9274309692385067e+31,452,0.6429573162656388
107,2.4228762028039462e+29,8.089374008782233e+28,3500.0,3500.0,3000.0,73.5305622757035,16.68138902393964,6.553158088196567e+31,3.6188759604484563e+31,8.25,1.7760082524718093e+32,452,0.5522338865846548
108,1.3011615595745358e+28,1.1235132039949538e+28,3200.0,3500.0,3000.0,126.71119076366983,30.487433015990476,2.5294453003161176e+31,1.516838152551129e+31,15.0,1.1588034039738825e+32,452,0.5996722492324946
109,1.3011615595745358e+28,1.1235132039949538e+28,3200.0,3500.0,3000.0,2513.133629967828,511.87902120856563,5.016789765037166e+32,2.8231891091799527e+32,2.5555555555555554,1.130918376347718e+33,452,0.5627481400267602
110,1.3011615595745358e+28,1.1235132039949538e+28,3200.0,3500.0,3000.0,466.67204994614514,76.91177193636489,9.3158419269122e+31,4.880342294076163e+31,6.333333333333334,2.619270799969659e+32,452,0.5238756016219551
